Informasi Rekening - Mutasi Rekening, , , , 
,,,,
No. rekening : 4363005287,,,,
Nama : SENTRAL TEHNOLOGI MANAGE,,,,
Periode : 01/12/2025 - 31/12/2025,,,,
Kode Mata Uang : Rp,,,,
Tanggal Transaksi,Keterangan,Cabang,Jumlah,Saldo
10-Dec,TRSF E-BANKING CR 1012/ACSCY/0000100 25120500932686 SENTRAL TEHNOLOGI JAKARTA ORI POLYTEC COMPOS  ,0,"11,691,767.00 CR","76,555,829.73"
10-Dec,BYR VIA E-BANKING       ,206,"32,734,503.00 DB","43,821,326.73"
10-Dec,BYR VIA E-BANKING       ,206,"4,417,825.00 DB","39,403,501.73"
10-Dec,BYR VIA E-BANKING       ,206,"3,175,280.00 DB","36,228,221.73"
10-Dec,BYR VIA E-BANKING       ,206,"4,938,987.00 DB","31,289,234.73"
10-Dec,TRSF E-BANKING CR 1012/FTSCY/WS95051 55590000.00 SENTRAL SISTEM CON DP 2 SISTEM ISO AYUNAN BULAN INTER  ,40,"55,590,000.00 CR","86,879,234.73"
10-Dec,SWITCHING CR TRF        DR 008 CIPTA RIZQI ENERGI PLAZA MANDI    ,998,"39,240,000.00 CR","126,119,234.73"
11-Dec,BI-FAST CR TRANSFER   DR 042 ADVICS MANUFACTURI     ,0,"17,440,000.00 CR","143,559,234.73"
15-Dec,KR OTOMATIS LLG-PT BANK SMBC I TT METALS INDONESI TTMI - 292/STM/202 5 251215001405008901  ,938,"31,686,300.00 CR","175,245,534.73"
15-Dec,"KR OTOMATIS LLG-PT BANK SMBC I DAIKIN INDUSTRIES 3700002000,(133416 00) 251215001405041800  ",938,"13,341,600.00 CR","188,587,134.73"
15-Dec,BI-FAST CR TRANSFER   DR 042 SUNSTAR ENGINEERIN     ,0,"20,862,600.00 CR","209,449,734.73"
15-Dec,BI-FAST DB TRANSFER   KE 028 PT. VUCA STRATEGI KBB    ,0,"27,000,000.00 DB","182,449,734.73"
15-Dec,BI-FAST DB BIAYA TXN  KE 028 PT. VUCA STRATEGI KBB    ,0,"2,500.00 DB","182,447,234.73"
15-Dec,TRSF E-BANKING DB 1512/FTSCY/WS95051 51000000.00 Piutang PT Sustain Desember 2025 SENTRAL SUSTAINABI  ,436,"51,000,000.00 DB","131,447,234.73"
15-Dec,BI-FAST CR TRANSFER   DR 013 PT GUNANUSA UTAMA     ,0,"14,170,000.00 CR","145,617,234.73"
15-Dec,TRSF E-BANKING CR 1512/FTSCY/WS95051 12210000.00 Pembayaran Tahap 3 Inv 315STM2025 GARUDA ALUMINIUM N  ,5380,"12,210,000.00 CR","157,827,234.73"
16-Dec,KR OTOMATIS LLG-MANDIRI UNITED TRACTORS SE PEMETAAN PROSES BI SNIS 219 ATM 2025 251216001406211542  ,938,"38,150,000.00 CR","195,977,234.73"
17-Dec,BI-FAST CR TRANSFER   DR 008 KAWASAN INDUSTRI G     ,0,"53,843,500.00 CR","249,820,734.73"
17-Dec,KR OTOMATIS 1712/AUTCR/0000100 AUTO CREDIT 821-SMILE CR PENGEM SET JAMINAN   ,987,"185,000,000.00 CR","434,820,734.73"
17-Dec,TRSF E-BANKING DB 1712/FTSCY/WS95051 10000000.00 Piutang PT Sustain Desember SENTRAL SUSTAINABI  ,436,"10,000,000.00 DB","424,820,734.73"
18-Dec,KR OTOMATIS LLG-PANIN MULIAKERAMIK INDAH 5100844321 251218001406849522   ,938,"1,902,500.00 CR","426,723,234.73"
18-Dec,BI-FAST CR TRANSFER   DR 016 BINTANG SAMUDERA A     ,0,"16,650,000.00 CR","443,373,234.73"
18-Dec,DB OTOMATIS 1812/AUTDB/0000100 AUTO DEBIT 822-SMILE DB SETORAN JAMINAN   ,987,"90,000,000.00 DB","353,373,234.73"
18-Dec,ND-LAINNYA ADMIN & KOMISI BG N7460     ,987,"1,500,000.00 DB","351,873,234.73"
18-Dec,TRSF E-BANKING CR 1812/FTSCY/WS95031 165600.00 pengembalian TV HD MI FASYA ANDREAS MANA  ,450,"165,600.00 CR","352,038,834.73"
19-Dec,KR OTOMATIS LLG-MIZUHO INDONES MESIN ISUZU INDONE INV. 243/STM/2025 251219001407504741   ,938,"18,966,000.00 CR","371,004,834.73"
19-Dec,BI-FAST DB TRANSFER   KE 028 PT. VUCA STRATEGI KBB    ,0,"25,000,000.00 DB","346,004,834.73"
19-Dec,BI-FAST DB BIAYA TXN  KE 028 PT. VUCA STRATEGI KBB    ,0,"2,500.00 DB","346,002,334.73"
19-Dec,TRSF E-BANKING DB 1912/FTSCY/WS95051 25000000.00 Piutang PT Sustain Desember 2025 SENTRAL SUSTAINABI  ,436,"25,000,000.00 DB","321,002,334.73"
19-Dec,TRSF E-BANKING DB 1912/FTSCY/WS95051 27000000.00 Putang PT susatain Desember 2025 SENTRAL SUSTAINABI  ,436,"27,000,000.00 DB","294,002,334.73"
19-Dec,ND-LAINNYA BIAYA CEK PROFI L     ,987,"100,000.00 DB","293,902,334.73"
22-Dec,BI-FAST CR TRANSFER   DR 042 DAIHATSU DRIVETRAI     ,0,"12,270,675.00 CR","306,173,009.73"
23-Dec,BI-FAST CR TRANSFER   DR 042 PANASONIC GOBEL EN     ,0,"12,044,500.00 CR","318,217,509.73"
24-Dec,BI-FAST CR TRANSFER   DR 013 HIGHLY MARELLI APM     ,0,"19,838,000.00 CR","338,055,509.73"
29-Dec,KR OTOMATIS LLG-MANDIRI NEXTEER AUTOMOTIVE -4363005287 251229001411379798   ,938,"39,349,000.00 CR","377,404,509.73"
29-Dec,SWITCHING CR TRF 2536318DR 028 SENTRAL TEHNOLOGI 0000000000    ,998,"100,000,000.00 CR","477,404,509.73"
29-Dec,SWITCHING CR TRF 2536318DR 028 SENTRAL TEHNOLOGI 0000000000    ,998,"30,000,000.00 CR","507,404,509.73"
29-Dec,TRSF E-BANKING DB 2912/FTSCY/WS95051 118299578.00 Piutang PT Sustain Gaji Des 25 SENTRAL SUSTAINABI  ,436,"118,299,578.00 DB","389,104,931.73"
29-Dec,BI-FAST DB TRANSFER   KE 028 PT. VUCA STRATEGI KBB    ,0,"100,000,000.00 DB","289,104,931.73"
29-Dec,BI-FAST DB BIAYA TXN  KE 028 PT. VUCA STRATEGI KBB    ,0,"2,500.00 DB","289,102,431.73"
29-Dec,BI-FAST DB TRANSFER   KE 028 PT. VUCA STRATEGI KBB    ,0,"125,482,125.00 DB","163,620,306.73"
29-Dec,BI-FAST DB BIAYA TXN  KE 028 PT. VUCA STRATEGI KBB    ,0,"2,500.00 DB","163,617,806.73"
29-Dec,SWITCHING CR TRF 2536319DR 028 VUCA STRATEGI BISN 0000000000    ,998,"10,000,000.00 CR","173,617,806.73"
30-Dec,BI-FAST CR TRANSFER   DR 008 EVOLUZIONE TYRES     ,0,"3,600,000.00 CR","177,217,806.73"
30-Dec,KR OTOMATIS LLG-BNI MITSUTOYO INDONESI 251230001412242480    ,938,"19,266,840.00 CR","196,484,646.73"
30-Dec,BI-FAST DB TRANSFER   KE 028 PT. VUCA STRATEGI KBB    ,0,"10,000,000.00 DB","186,484,646.73"
30-Dec,BI-FAST DB BIAYA TXN  KE 028 PT. VUCA STRATEGI KBB    ,0,"2,500.00 DB","186,482,146.73"
30-Dec,SWITCHING CR TRF 2536414DR 028 SENTRAL TEHNOLOGI 0000000000    ,998,"50,000,000.00 CR","236,482,146.73"
30-Dec,SWITCHING CR TRF 2536414DR 028 SENTRAL TEHNOLOGI 0000000000    ,998,"100,000,000.00 CR","336,482,146.73"
30-Dec,SWITCHING CR TRF 2536414DR 028 SENTRAL TEHNOLOGI 0000000000    ,998,"100,000,000.00 CR","436,482,146.73"
30-Dec,TRSF E-BANKING DB 3012/FTSCY/WS95051 25000000.00 Piutang PT Sustain Gaji Des 25 SENTRAL SUSTAINABI  ,436,"25,000,000.00 DB","411,482,146.73"
30-Dec,BYR VIA E-BANKING       ,206,"48,872,207.00 DB","362,609,939.73"
30-Dec,TRSF E-BANKING DB 3012/FTSCY/WS95051 100000000.00 Piutang PT Kalibra Desember SENTRAL TEHNOLOGI  ,436,"100,000,000.00 DB","262,609,939.73"
30-Dec,TRSF E-BANKING DB 3012/FTSCY/WS95051 100000000.00 Piutang PT Kalibra Desember SENTRAL TEHNOLOGI  ,436,"100,000,000.00 DB","162,609,939.73"
30-Dec,SWITCHING CR TRF 2536415DR 028 SENTRAL TEHNOLOGI 0000000000    ,998,"30,000,000.00 CR","192,609,939.73"
30-Dec,TRSF E-BANKING DB 3012/FTSCY/WS95051 5052050.00 Hutang Gaji Desember NENDI GUNAWAN  ,436,"5,052,050.00 DB","187,557,889.73"
30-Dec,TRSF E-BANKING DB 3012/FTSCY/WS95051 15000000.00 Piutang PT Sustain Desember SENTRAL SUSTAINABI  ,436,"15,000,000.00 DB","172,557,889.73"
31-Dec,DB OTOMATIS IBSPTSETMA SMEMFTS EFT06753 04360091    ,0,"170,933,334.00 DB","1,624,555.73"
31-Dec,KR OTOMATIS LLG-MIZUHO INDONES DIC ASTRA CHEMICAL 328/STM/2025 251231001412937955   ,938,"70,850,000.00 CR","72,474,555.73"
31-Dec,KR OTOMATIS LLG-MANDIRI ODIRA ENERGY KARAN PEMBAYARAN VENDOR 251231001412979732   ,938,"25,500,000.00 CR","97,974,555.73"
31-Dec,TRSF E-BANKING CR 3112/FTSCY/WS95051 4905000.00 INVOICE NOV 2025 REIKEN QUALITY TOO   ,5220,"4,905,000.00 CR","102,879,555.73"
31-Dec,BI-FAST CR TRANSFER   DR 008 PELNI     ,0,"126,420,000.00 CR","229,299,555.73"
31-Dec,BI-FAST CR TRANSFER   DR 451 PTMAXPOWERCOGINDOB     ,0,"26,375,500.00 CR","255,675,055.73"
31-Dec,TRSF E-BANKING DB 3112/FTSCY/WS95051 5000000.00 Piutang PT Sustain Desember SENTRAL SUSTAINABI  ,436,"5,000,000.00 DB","250,675,055.73"
31-Dec,BI-FAST DB TRANSFER   KE 028 PT. SENTRAL TEHNOL KBB    ,0,"50,000,000.00 DB","200,675,055.73"
31-Dec,BI-FAST DB BIAYA TXN  KE 028 PT. SENTRAL TEHNOL KBB    ,0,"2,500.00 DB","200,672,555.73"
31-Dec,TRSF E-BANKING DB 3112/FTSCY/WS95051 50000000.00 Piutang PT sustain Desember 25 SENTRAL SUSTAINABI  ,436,"50,000,000.00 DB","150,672,555.73"
31-Dec,BI-FAST DB TRANSFER   KE 028 PT. SENTRAL TEHNOL KBB    ,0,"150,000,000.00 DB","672,555.73"
31-Dec,BI-FAST DB BIAYA TXN  KE 028 PT. SENTRAL TEHNOL KBB    ,0,"2,500.00 DB","670,055.73"
31-Dec,BIAYA ADM       ,0,"30,000.00 DB","640,055.73"
31-Dec,BUNGA       ,0,"80,268.49 CR","720,324.22"
31-Dec,PAJAK BUNGA       ,0,"16,053.70 DB","704,270.52"
"Saldo Awal : 1,415,337.73",,,,
"Mutasi Debet : 1,430,571,942.70",41,,,
"Mutasi Kredit : 1,429,860,875.49",44,,,
"Saldo Akhir : 704,270.52",,,,
